"","amphibian_eggs_and_larvae","annelids","ants","beetles","bird_eggs","birds","bugs","caecilians","centipedes","cockroaches","crocs","decapods","fish_eggs","fishes","frogs","insect_larvae_pupae_and_eggs","lizards","mammals","misc_invertebrates","misc_vertebrates","mollusks","non_ant_hymenopterans","orthopterans","plants","reptile_eggs","salamanders","scorpions","snakes","spiders","termites","turtles"
"Gyalopion_quadrangulare",0.00233100233100233,0.00233100233100233,0.00233100233100233,0.00466200466200466,0.00233100233100233,0.00233100233100233,0.0116550116550117,0.00233100233100233,0.020979020979021,0.00466200466200466,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.0466200466200466,0.00932400932400932,0.00233100233100233,0.102564102564103,0.00466200466200466,0.00233100233100233,0.00466200466200466,0.0862470862470862,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.167832167832168,0.00466200466200466,0.48951048951049,0.00233100233100233,0.00233100233100233
"Gyalopion_canum",0.00233100233100233,0.00233100233100233,0.00233100233100233,0.00466200466200466,0.00233100233100233,0.00233100233100233,0.0116550116550117,0.00233100233100233,0.020979020979021,0.00466200466200466,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.0466200466200466,0.00932400932400932,0.00233100233100233,0.102564102564103,0.00466200466200466,0.00233100233100233,0.00466200466200466,0.0862470862470862,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.167832167832168,0.00466200466200466,0.48951048951049,0.00233100233100233,0.00233100233100233
"Ficimia_publia",0.000746825989544436,0.00672143390589993,0.017176997759522,0.0261389096340553,0.000746825989544436,0.000746825989544436,0.0380881254667662,0.000746825989544436,0.0141896938013443,0.0911127707244212,0.000746825989544436,0.000746825989544436,0.000746825989544436,0.000746825989544436,0.000746825989544436,0.0911127707244212,0.00373412994772218,0.000746825989544436,0.0537714712471994,0.00149365197908887,0.000746825989544436,0.00896191187453323,0.398805078416729,0.00149365197908887,0.000746825989544436,0.00149365197908887,0.00896191187453323,0.000746825989544436,0.153846153846154,0.0724421209858103,0.000746825989544436
"Ficimia_streckeri",0.000746825989544436,0.00672143390589993,0.017176997759522,0.0261389096340553,0.000746825989544436,0.000746825989544436,0.0380881254667662,0.000746825989544436,0.0141896938013443,0.0911127707244212,0.000746825989544436,0.000746825989544436,0.000746825989544436,0.000746825989544436,0.000746825989544436,0.0911127707244212,0.00373412994772218,0.000746825989544436,0.0537714712471994,0.00149365197908887,0.000746825989544436,0.00896191187453323,0.398805078416729,0.00149365197908887,0.000746825989544436,0.00149365197908887,0.00896191187453323,0.000746825989544436,0.153846153846154,0.0724421209858103,0.000746825989544436
"Sympholis_lippiens",0.000925069380203515,0.000925069380203515,0.0749306197964847,0.00555041628122109,0.000925069380203515,0.000925069380203515,0.00185013876040703,0.000925069380203515,0.0222016651248844,0.000925069380203515,0.000925069380203515,0.000925069380203515,0.000925069380203515,0.000925069380203515,0.000925069380203515,0.812210915818686,0.000925069380203515,0.000925069380203515,0.0175763182238668,0.000925069380203515,0.000925069380203515,0.00277520814061055,0.00555041628122109,0.00370027752081406,0.000925069380203515,0.000925069380203515,0.000925069380203515,0.000925069380203515,0.00740055504162812,0.0277520814061055,0.000925069380203515
"Pseudoficimia_frontalis",0.00233100233100233,0.00233100233100233,0.00233100233100233,0.00466200466200466,0.00233100233100233,0.00233100233100233,0.0116550116550117,0.00233100233100233,0.020979020979021,0.00466200466200466,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.0466200466200466,0.00932400932400932,0.00233100233100233,0.102564102564103,0.00466200466200466,0.00233100233100233,0.00466200466200466,0.0862470862470862,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.167832167832168,0.00466200466200466,0.48951048951049,0.00233100233100233,0.00233100233100233
"Conopsis_lineata",0.00130718954248366,0.00392156862745098,0.00392156862745098,0.00915032679738562,0.00261437908496732,0.00130718954248366,0.00261437908496732,0.00130718954248366,0.00130718954248366,0.0156862745098039,0.00130718954248366,0.00392156862745098,0.00130718954248366,0.00130718954248366,0.00261437908496732,0.435294117647059,0.00130718954248366,0.00130718954248366,0.186928104575163,0.00130718954248366,0.0235294117647059,0.00130718954248366,0.133333333333333,0.00261437908496732,0.00130718954248366,0.00130718954248366,0.0065359477124183,0.00130718954248366,0.143790849673203,0.00392156862745098,0.00130718954248366
"Conopsis_biserialis",0.00130718954248366,0.00392156862745098,0.00392156862745098,0.00915032679738562,0.00261437908496732,0.00130718954248366,0.00261437908496732,0.00130718954248366,0.00130718954248366,0.0156862745098039,0.00130718954248366,0.00392156862745098,0.00130718954248366,0.00130718954248366,0.00261437908496732,0.435294117647059,0.00130718954248366,0.00130718954248366,0.186928104575163,0.00130718954248366,0.0235294117647059,0.00130718954248366,0.133333333333333,0.00261437908496732,0.00130718954248366,0.00130718954248366,0.0065359477124183,0.00130718954248366,0.143790849673203,0.00392156862745098,0.00130718954248366
"Conopsis_nasus",0.00130718954248366,0.00392156862745098,0.00392156862745098,0.00915032679738562,0.00261437908496732,0.00130718954248366,0.00261437908496732,0.00130718954248366,0.00130718954248366,0.0156862745098039,0.00130718954248366,0.00392156862745098,0.00130718954248366,0.00130718954248366,0.00261437908496732,0.435294117647059,0.00130718954248366,0.00130718954248366,0.186928104575163,0.00130718954248366,0.0235294117647059,0.00130718954248366,0.133333333333333,0.00261437908496732,0.00130718954248366,0.00130718954248366,0.0065359477124183,0.00130718954248366,0.143790849673203,0.00392156862745098,0.00130718954248366
"Sonora_semiannulata",0.00233100233100233,0.00233100233100233,0.00233100233100233,0.00466200466200466,0.00233100233100233,0.00233100233100233,0.0116550116550117,0.00233100233100233,0.020979020979021,0.00466200466200466,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.0466200466200466,0.00932400932400932,0.00233100233100233,0.102564102564103,0.00466200466200466,0.00233100233100233,0.00466200466200466,0.0862470862470862,0.00233100233100233,0.00233100233100233,0.00233100233100233,0.167832167832168,0.00466200466200466,0.48951048951049,0.00233100233100233,0.00233100233100233
